pipeline_name	version	dataset_name	reference_id	site_id	subject_id	sample_id_from_lab	isolate_number_from_lab	sequence_replicate_numbers	pipeline_directory
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961677	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/40/4740/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961676	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/39/4739/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961671	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/34/4734/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961670	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/33/4733/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961673	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/36/4736/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961672	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/35/4735/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961679	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/42/4742/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961678	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/41/4741/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961575	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/53/4653/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961574	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/52/4652/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961571	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/49/4649/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961572	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/50/4650/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961569	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/47/4647/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961570	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/48/4648/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961577	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/55/4655/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961578	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/56/4656/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961594	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/62/4662/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961593	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/61/4661/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961592	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/60/4660/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961591	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/59/4659/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961598	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/66/4666/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961597	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/65/4665/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961596	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/64/4664/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961595	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/63/4663/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961590	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/58/4658/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961589	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/57/4657/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961617	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/82/4682/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961618	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/83/4683/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961619	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/84/4684/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961613	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/78/4678/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961614	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/79/4679/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961615	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/80/4680/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961616	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/81/4681/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961611	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/76/4676/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961612	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/77/4677/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961623	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/88/4688/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961625	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/90/4690/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961624	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/89/4689/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961627	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/92/4692/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961644	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/07/4707/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961647	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/10/4710/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961648	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/11/4711/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961645	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/08/4708/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961646	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/09/4709/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961642	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/05/4705/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961643	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/06/4706/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961659	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/22/4722/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961658	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/21/4721/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961657	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/20/4720/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961656	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/19/4719/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961655	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/18/4718/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961654	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/17/4717/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961653	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/16/4716/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961652	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/15/4715/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961651	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/14/4714/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961650	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/13/4713/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961660	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/23/4723/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961661	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/24/4724/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961662	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/25/4725/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961663	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/26/4726/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961664	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/27/4727/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961665	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/28/4728/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961666	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/29/4729/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961626	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/91/4691/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961629	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/94/4694/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961628	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/93/4693/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961631	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/96/4696/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961630	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/95/4695/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961634	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/99/4699/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961632	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/97/4697/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961633	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/98/4698/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961638	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/03/4703/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961639	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/04/4704/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961636	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/01/4701/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961637	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/02/4702/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961649	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/47/12/4712/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961621	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/86/4686/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961599	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/67/4667/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961600	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/68/4668/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961601	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/69/4669/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961602	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/70/4670/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961603	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/71/4671/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961604	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/72/4672/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961605	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/73/4673/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961606	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/74/4674/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA961607	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/46/75/4675/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019200	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/07/20/720/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019222	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/07/35/735/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019233	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/07/43/743/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019256	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/07/59/759/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019123	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/06/63/663/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019273	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/07/72/772/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019285	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/07/81/781/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019305	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/07/95/795/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019321	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/08/05/805/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019324	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/08/08/808/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019215	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/07/32/732/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019251	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/07/56/756/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019174	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/06/99/699/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019139	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/06/74/674/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019157	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/06/88/688/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019118	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/06/59/659/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019136	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/06/72/672/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019094	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/06/41/641/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019101	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/06/47/647/Pipelines/1/variant_call/0.8.3.ref.3
variant_call	0.8.3	ENA.1	3	ENA	SAMEA1019309	1	1	1	/nfs/leia/research/iqbal/mhunt/Clockwork_ena_tb/Pipeline_root/00/00/07/98/798/Pipelines/1/variant_call/0.8.3.ref.3
